"recipe_id","recipe_name","recipe_desc","views","recommand","scrap","cooking_serving","level","cooking_time"
6732,미나리야채전,오늘 점심엔 시엄마랑 미나리 야채전을 만들어서 맛나게 먹었답니다~~ 어제 저녁엔 가족들과 장어파티하고 ㅋㅋㅋ 오늘 점심엔 미나리랑 야채넣고 전을 부쳐보았다죠^^ ?미나리는 향도좋고해서 시엄마가 즐겨드시는데요~~~ 성준맘이 맛나게 전으로 부쳐서 드렸답니다^^ ?미나리의 향과 야채의 씹히는맛이 정말 좋았답니다~~ 담백하고 깔끔하니 맛도좋고^^ 심심하게 만들어서 한접시 클리어했다죠 ㅋㅋ,2695,6,70,2,1,30
6733,시금치야채전,포항초로 맛있는 시금치전을 만들었어요. 저희 집에서는 종종 만들어먹는 전이에요. ,2334,4,61,2,1,60
6734,우엉잡채,제철음식 우엉으로... 잔칫날이나 손님초대요리에 빠질수 없는 잡채를 만들어 봐써요.,4563,2,29,4,1,60
6735,찜닭,일주일에 한번이상은 무조건 먹어버릇하다가 이젠 집에서 해먹기시작했어요  ,1330,6,28,3,1,30
6736,제육볶음,집 근처 마트에서 돼지고기 앞다리살을 3근에 만원에 하는거에요! 그래서 구매해 왔지요. 앞다리살 한근 반 정도를 이용해서 '제육볶음'을 만들어 보았어요!,10250,28,231,4,1,30
6737,콩나물불고기,몇일 전 해먹은 콩나물요리인 김치콩나물국을 해먹은 뒤 신랑이 콩나물요리가 좋아졌다고 하더라구요~  콩나물로 어떤걸 또 해줄까..고민하다가 제가 좋아하는 콩나물불고기! 콩불 만들어 먹었어요~+_+♡  레시피 따라만 해도 기본은 되는 콩나물불고기 보여드릴게요,117822,396,5887,3,1,30
6738,돼지고기볶음,중국의 대표적인 돼지고기 볶음요리인 향라러우스를  집에서 직접 만들어 보세요^^,34952,30,1123,3,2,30
6739,돼지고기두루치기,돼지고기 재우지 않고 즉석에 볶아 먹어도 아주 맛있답니다 즉석에 볶아먹는 돼지고기 두루치기 황금 레시피 소개합니다~,60580,29,442,4,2,30
6740,닭다리구이,울 꽁쥬 간식으로 닭다리 구웠어용 닭을 싫어해 만지기가 징글~~ 징글~ 무십~~ 했지만 꾸욱 참고 구웠네유ㅎㅎㅋㅋ 맛있다며 잘 먹는 울 공주띠~ 이뻐용~~~♡ ,6834,5,113,2,1,60
6742,잡채,비싸지 않은 재료로 일품 요리 먹는 기분 낼 수 있는 중화요리 중에 하나입니다. 한국 잡채랑은 다른 느낌이죠? 당면을 따로 삶아낼 필요 없이 다른 재료들과 같이 볶아주는 것이 포인트입니다.,10147,16,89,5,2,120
6743,육회,육회는 나가서 먹으면 비싸고 양도 적죠? 정육점에서 고기를 사서 만들면 온 가족이 푸짐하게 먹을 수 있고 황금 양념으로 식당보다 맛있게 먹을 수 있답니다 !,520682,297,8841,2,1,10
6744,아구찜,매콤한 아구찜에 볶음밥까지 실패없이 볶아 든든하게 먹어요,30652,3,196,2,1,10
6745,족발,진짜 6년? 만에 매운족발을 만들었네요 얘들 데리고 유학 했을때  거기서 족발 먹고 싶다하면 곧잘 해줬는데 한국에 오니 족발 할일이 없더라구요,4342,5,53,6,4,120
6746,바싹불고기,달콤 짭조름한 맛을 가진 불고기와 깔끔하면서도 가벼운 샐러드의 궁합은 한 젓가락  한 입 먹을 때마다 너무 맛있어서 입안에 행복이 한가득♥,4748,5,63,2,3,60
6747,대패삼겹살숙주볶음,구워먹는 삼겹살 가끔 지겹기도 한데 이렇게 숙주 볶아 먹으니 아삭아삭 맛있네요. 요리뚱멍청이가 해도 맛있다네요.ㅎ,78143,38,1349,2,1,30
6748,고등어버터구이,생선들 중 가장 쉽게 접할 수 있는 고등어  고등어를 좀 더 특별하게 구워보아요 ♪,13452,12,184,1,1,5
6749,애호박부침개,날씨가 우중충한 날에는 맛있는 부침개가 생각나죠? 애호박을 가지고 만드는 애호박 부침개 만드는 방법 공유해볼게요 재료 애호박 1개반  깻잎  청양고추 5개  새송이 버섯  부침가루 한컵  소금 1t,6213,10,81,2,1,30
6750,소세지게맛살볶음,즐거운 주말 보내고 계신가요? 오늘은 냉장고에서 너무 숙성되가고있는 소세지와 게맛살로 간단한 볶음반찬을 했어요 ㅋ 일명 초간단 소세지게맛살야채볶음! ㅋㅋㅋ 사실 소야랑다를게 없죠,7273,3,112,2,1,30
6751,돌미나리전,돌미나리를 쫑쫑 썰어 부침가루 조금 넣어 반죽하고 전처리한 호두 다져넣어 노릇노릇 부치면 향긋하고 고소한 부침개가 뚝딱이랍니다 ,4663,4,34,3,1,30
6752,목살스테이크,끼니를 각자 해결하는 날인 매주 토요일이 큰 녀석이 고3이 되면서 잠시 보류에 들어갔었는데  이제 녀석이 예비 대학생이 되다 보니 다시금 각자 해결하는 날이 되었어요. 그래도 한 번씩 제가 기분이 좋은 날은 오늘처럼 아침부터 분주하게 특별식을 준비하기도 해요.,7394,20,152,3,1,120
6753,고추전,요즘 요리하는 재미에 푹~~ 빠져있는 성준맘!!! 덥지도 않고 날씨가 요리하기 딱좋은 날씨죠 ㅋㅋㅋ,2252,4,46,2,1,30
6754,실곤약김말이,다이어트 중일때 튀김이 먹고 싶다면 실곤약으로 김말이를 말아보아요.. 벌써 몇개월전인지 기억도 나지 않는 가물가물한 언제적에.. 다이어트를 하겠다며 실곤약 한박스를 사들였지요.. 밥대신 먹는다나 뭐라나.. 그러더니 맛없다며 하나도 안먹었다는...전설같은 이야기....ㅡㅡ;;;; 한무더기가 있는 걸 보니 아오~~ 안먹어도 먹은듯한 이 느낌.. 아.. 정말 쳐다보기도 싫어요..ㅠㅠ 이것들을 어떻할까 고민고민하다가.. 김말이를 만들어 보기로 했어요... 비벼먹어도 맛없고 소스를 넣어도 맛없는 실곤약..ㅠㅠ 김말이를 만든다고 맛있어질까만은... 그냥 먹는것보다는 훨~~~씬 낫겠죠..,35568,47,1922,3,1,30
6755,제육볶음,언제나 맛있는 제육볶음 고기는 언제나 옳아~ 냉동실에 고기가 떨어지는 날은 없는 백설기네 입니다. 고기반찬~ 고기반찬~ 고기반찬이 나는좋아~♬ 이런 노래도 있지요? 저를 위한 노래임돠.. 반찬이 없다 싶으면 냉동실에 있는 제육볶음용 고기를 꺼냅니다. 간편하기도 언제나 맛있기도 한 반찬이지요..,9744,24,126,2,1,30
6756,돼지고기볶음,떡국끓여 먹을때 떡국에 고명으로 사용할  다진 돼지고기 볶음을 만들었는데요~  사골국에 떡국떡  만두 넣고 끓인 후에 대파랑 다진고기볶음을 올려주면 만사 땡인  다진돼지고기볶음을 포스팅 할께요:)  다진 고기를 민찌라고 하는데요~ 돼지고기일땐 돈민찌볶음이라고 생각 하심 됩니다.  많이 만들어 놓고 밥볶을때 넣기도 하고 국에 고명으로도 활용 가능하답니다:) ,24352,4,195,4,2,10
6757,콩나물대패삼겹살볶음,대패삼겹살과 콩나물을 함께 볶아 먹는 콩불! 친구들 모임때 종종 콩불을 먹곤 하는데요 음식점에서는 아무래도 조미료가 들어가서 처음엔 맛있는데 뭔가 아쉬움이 느껴져 집에서 그냥 제 스타일로 간단하게 만들어봤어요 요건 술안주로 딱이죠~ 술은 잘 안마시는 편인데 오랜만에 가족과 한잔 짠 했네요 ㅎㅎ,22834,7,77,4,1,30
6758,장어강정,오늘은 싱싱한 장어로 장어 강정을 만들어 봤어요. 매콤달콤한 장어강정 레시피 나갑니다요 ~ ,9454,4,110,3,2,60
6759,어묵깐풍기,어묵 참 좋아라하시지요  어묵으로 색다르게 어묵깐풍 만들어봤어요~     어묵으로 만들어서 새콤달콤해서 자꾸 먹게 된답니다~     통어묵으로 만들면 더 맛나지만... 사각어묵과 통어묵이 있어서 섞어서 만들어봤어요~     어묵깐풍 만나보세요~~ ,3006,8,49,2,1,30
6760,마파두부,아침에 비건채식 마파두부 만들어 마파두부덧밥으로 먹었어요.  막둥이 도시락도 싸주고요.  색상 참 예쁘죠. 맛도 너무 맛있었네요.   ,7113,3,153,6,1,30
6761,잡채,아침에  냉장고에 있는 재료로  비건채식 잡채 만들었어요.  ,2315,1,21,6,1,30
6762,미나리강회,오늘 아침엔 이쁜?요리?를 만들어보았답니다 ㅋㅋㅋ 무슨요리냐구요??? 바로 미나리강회 입니다!!! 알록달록 색이 이쁘니까 보기도 좋고 맛도 깔끔하니좋고 ㅋㅋㅋ ?,2412,7,37,2,1,30
6763,두부두루치기,고기가 들어 가지 않은 두루치기--- 고기 대신에 두부를 튀겨 이용했네요. 두부두루치기 맛있네요. ,5710,1,81,6,1,60
6764,골뱅이무침,매콤한 술안주로 딱인 골뱅이무침 야채와 골뱅이넣고 매콤한양념으로 조물조물~하면 끝!! 소면까지 넣어주면 든든하게 배도 채울수있다죠~,38199,82,1084,2,1,15
6765,고등어조림,그냥 구워먹어도 맛있는 고등어지만 잘익은 김치넣고 조려먹으면 밥도둑반찬으로 변신~!이런저런 재료 들어가지 않고 간단하게 만들어먹을수있는 고등어조림이에요^^,6760,5,74,2,1,30
6892,치즈계란찜,금방이라도 터질듯한~ 치즈 계란찜도 뚝딱 쉽게 만들 수 있어요 계란찜에 모짜렐라치즈를 올렸더니 더 맛있어요~ 계란찜 쉬운 방법을 소개해요~,26868,38,329,3,1,30
6766,닭가슴살채소전,냉장고에 남은 짜투리채소를 이용한 요리입니다. 특히 파프리카는 무르기 쉬운 채소인데요  지방이 적어 퍽퍽한 닭가슴살에 파프리카와 여러 채소를 섞어 부치면 담백하고 고소한 맛있는 전을 만들 수있답니다. 영양 맛반찬 닭가슴살 채소전 소개합니다.,4336,14,156,4,2,30
6767,닭갈비,사놓았던 닭가슴살을 가지고 살찌게 요리해 봤어요.,100930,84,1301,3,1,60
6768,두부야채볶음,아침에 냉장고에 있는 재료를 이용해 초스피드로 #비건채식두부야채볶음 을 만들었네요.,3647,3,42,6,1,30
6769,오징어순대,마트를 가기전에 짝꿍이한테 반찬 뭘 먹고 싶냐고 묻곤해요. 뭐 아무거나 라는 뻔한 대답을 듣곤 하지만... 지난주에도 늘 묻던데로 물으니 왜 요즘은 오징어순대를 안해줘? 그러네요. 손이 가는건 싫은데... 괜히 물었....ㅋㅋㅋㅋ,3785,2,33,4,1,30
6770,버섯조림, 쉽게 만드는 감자 버섯 조림 반찬~,18089,22,465,4,1,30
6771,양미리,양미리는 겨울 맛반찬으로 석쇠에 구워도 맛있고 조림해서 먹으면  밥 한그릇 뚝딱이지요^^ 오늘은 양미리를 뼈째 바삭하게 튀겨 깐풍 소스에 버무려봤어요. 고소한 맛에 조리하면서 자꾸 집어먹게 되네요^^,2813,0,76,6,2,60
6772,계란노른자장,http://blog.naver.com/chez_sophie 간장 게장의 저렴이 버전이예요 :),7034,12,98,2,1,120
6773,삼겹살꼬치구이,삼겹살꼬치구이:직화그릴로 기름도 쏙뺐어요.,3314,7,32,3,1,15
6774,치킨너겟,양념 치킨너겟!,318302,71,24454,2,1,15
6775,콩나물닭갈비,매콤한 닭갈비에 아삭아삭한 콩나물까지 더했다! 거기에 소면까지 넣어  양념에 슥슥 비벼먹으면 한끼식사로도 굿굿! 매콤해서 스트레스 날리는데는 최고랍니다>< ♥,3461,8,61,2,1,15
6776,햄치즈가스,두꺼운 밀가루 튀김옷은 저리 가버렷!! 속재료의 맛이 살아있눼 살아있어♡  세상의 모든 레시피 만개의레시피,22507,49,1122,2,1,30
6777,오리훈제무쌈말이,야채를 싫어하는 아이도  초딩입맛을 가진 어른들도 잘 먹는 #훈제오리무쌈말이 일명 #오리훈제쌈 봄이 되어서 그런지 몰라도 요즘은 뭔가 새콤달콤 아삭하니 그런게 땡기더라구요 제가 고기를 좋아해서 늘 밥상에 고기반찬이 올라가긴 하지만.. 좀 산뜻하게 해 주고 싶을때가 있어요  쌈의 맛을 몰랐던 신랑이 저의 쌈스타일에 지금은 너무나 잘 먹는답니다  참고로 푸키는 고기먹을때 곁들임 야채샐러드나  쌈채소 없음 잘 못 먹어요 그래서 고기를 그리 좋아해도 살이 덜 찌는거 같아요 ㅎ  나혼자산다 재방볼때 박나래씨네 집들이편에  훈제오리 무쌈말이가 나오면사 핫했던적이 있어요 전현무씨가 야채를 안 드신느 분인데  요 훈제오리무쌈은 정말 잘 드시더라구요  새콤달콤 해서 사실 자꾸 땡기는 맛이긴 하거든요  집들이단골메뉴인 오리훈제쌈 집들이때 말고도 저희는 종종 해 먹어요   지난번 파프리카 쓰고 남은것도 있고 해서 무쌈한팩 사서 만들었어요 사실 요리라고 하기에는 너무 쉬워서 별미로 주말 종종 해 먹기 좋은 메뉴 랍니다 ,32001,53,855,2,2,30
6778,주꾸미볶음,가족여행을 다녀와서 정말 오랫만에 레시피를 올려요. 이웃님들 그동안 잘 계셨나요? 아직 여전히 춥지만... 봄기운을 담은 주꾸미볶음 요리를 올려봅니다. 세발나물이랑 같이 먹어 보셔요. 식감이 아주 좋아요.,7925,2,28,3,1,60
6779,무쌈말이,뭔가가 먹고 싶은데 뭘 해먹나 고민하다가 생각난 음식이 집들이음식으로 하는 무쌈말이예요. 전에는 참 잘해먹었는데 안해먹은지 꽤 되었더라구요. 이건 돌돌 내 손으로 말아야해서 손이 많이 가지만 내가 먹고 싶으니 해야죠.,32889,23,229,4,1,60
6780,찹쌀두부강정,녹말가루가 없어서 찹쌀가루를 묻혀 두부강정을 첨으로 만들어봤는데 대성공은 아니고 반정도 성공~~ㅎㅎㅎㅎ 찹쌀가루로 한 것이 더 맛있긴 했으나 찹쌀이라 너무 늘어지는 경향이 있어서 조금 단단하게 녹말가루나 밀가루를 조금 섞으면 더 완성도가 높아지지 않을까 생각해요~ 그래도 만들어서 맛있게 먹었으니까 보여드릴게용^^,3109,3,44,3,1,30
6781,어묵,순살생선이 한가득 소세지를 통채로넣고 돌돌말아 먹는 수제어묵오뎅 만들어보세요!  http://m.blog.naver.com/yejin1108/220944128320 ,4126,2,47,4,2,15
6782,달걀찜,안녕하세요? 밥심은 국력입니다. 달걀은 영양이 풍부하고 양질의 동물성 단백질이 풍부하며  노른자에는 비타민 A  비타민 D  비타민 E  인  칼슘 등이 포함되어 있고요. 음식에 주재료나 부재료로 둘다 쓰이고 있답니다. 보통 요리책같은 레시피에 쓰일 때에는 달걀 무게를 50g 을 기준으로 보시면 됩니다. 달걀은 껍질이 까칠까칠한 것을 고르시구요. 그리고 보관할 때는 계란의 둥근 부분이 위로 가게 해서 보관하세요. 둥근 부분에 숨구멍이 있기 때문이지요. 오늘은 kbs 2tv 생생정보 \'장사의 신\'에 나온 활화산 달걀찜을 따라 만들었습니다.,16076,21,336,2,1,30
6783,돼지고기김치찜,집들이 음식으로 제격인 돼지고기김치찜! 이건 호불호가 없는 음식이죠~^^ 따끈따끈한 고기에 달달매콤한 김치한줄과 싸먹으면...넘나맛있는것...!,18986,28,480,4,1,60
6784,느타리버섯잡채,냉장고속 자투리 야채를 이용해  느타리버섯 잡채 만들어보았어요 느타리버섯의 쫄깃함과  담백 깔끔 고소하니 맛나네요 ,8868,14,124,6,1,60
6785,족발삶기,집에서도 맛있는 족발 먹을수 있습니다,54431,13,714,6,2,90
6786,고등어조림,매콤한 고등어 조림 만드는 방법 공유할게요,171882,132,6411,3,1,30
6787,새우전복찜,원기회복 재료 전복과 새우로 만드는 환상궁합  새우전복찜 ♪,11153,9,130,4,2,30
6788,부침개,쫄깃한 면발하면 쫄면이 갑이죠. 근데 무쳐먹거나 다른 음식에 사리로 넣어서 먹는 것 말고는 별로 다른 방법이 없어서 아이들 입맛에 맞게 만들어봤어요. 근데 맥주 안주로도 괜찮아요. ㅎ,4107,8,84,1,2,10
6789,코다리조림,오랜만에 조린 코다리조림 입니다 비린맛이 없어서 좋아하지요  어떻게 먹어도 맛있는 코다리.. 맵지않게 조려 아이들도 잘 먹는 코다리조림입니다 ,6121,5,60,3,1,15
6790,닭날개간장조림,간장소스와 설탕이 들어가 짭조름하면서도 달콤한 양념의 맛이 바삭바삭하게 잘 구워진 날개와 만나니 손이 멈추지 않고 계속 가네요.,52805,70,1824,2,3,60
6791,갈릭버터새우구이,푸드트럭 음식들 중에 정말정말 인기인 하와이안 쉬림프 박스에요~ 제 스타일대로 한층 더 업그레이드 시켜 만들어 봤어요. 페페론치노  마늘  치즈  새우  레몬의 조합이 정말 좋은! ♥ 바삭하게 구운 식빵이나 바게트  파인애플 같은 과일과 같이 먹으면 더더 맛있답니다. 식사 외에 술 안주로도 정말 이만한게 없겠다 싶어요.,12370,24,186,2,1,30
6792,김치고등어조림,술안주로도 좋고 비린내도 잡아주는 새콤달콤한 고등어 김치 조림,8357,8,101,2,2,60
6793,삼치조림,수산시장 에 삼치가 제철인지 무지 싱싱하고 비늘에 은빛이 도는게 맛있어 보이더라구요 그래서 또 한박스 ㅋㅋ 한박스 해봤자 4마리죠^^;; 2마리는 구이 2마리는 조림 으로 손질해왔어요 전 생선은 구이도 좋아하지만 조림을  더 맛있어 하죠,9918,5,137,4,3,15
6794,비프커틀릿,돼지고기가 아닌 소고기 살코기부위(스테이크용)가 있어 밀계떡 묻혀서 튀겨 비프커틀릿을 만들었어요: 돈가스도 좋지만 가끔 비프커틀릿도 별식으로 만들어 주면 좋을 것 같아요,1477,1,18,1,2,60
6795,통삼겹살와인조림,홈파티  특별한 날  비주얼 담당 삼겹살 와인조림.~,20819,35,403,2,1,30
6796,스테이크,집에 있는 재료로 쉽고 맛있게 스테이크 만드는 방법~!!특별한날이 아니라도 간단한 방법으로 맛있게 스테이크 만들어 보아요~♥,7148,16,152,2,1,30
6797,소라찜,참소라는 자연산뿐이고 양식이 없기 때문에 제철에 나는 참소라는 전복보다 맛이 좋다고 합니다.날씨가 추운 지금이 한창 맛날때인 참소라로 요리하세요. 소라는 피로회복에 좋으며 간장 보호...시력보호...특히 심근경색 예방의 효과를 가진  타우린이 풍부한 해산물입니다.소라요리 후 생성된 국물은 정신을 맑게하고 기억력을 좋게하는 가장 좋은 약이라는 기록도 있다하니 오늘 요리 강습 때 소라찜을 두개씩이나 드셨으니 오늘 배운 요리들의 Tipㅡ들은 다들 기억하겠지요? *^^* ,5489,5,20,4,3,60
6798,돼지고기우엉조림,"3월 제철음식 우엉을 이용한 돼지고기우엉조림 입맛돋는 제철음식 ",6128,2,56,3,2,60
6799,오징어볶음,밥숟가락 계량 입니다.,21837,38,364,2,2,30
6800,순대꼬치,분식덕후들 누울자리 바로 여기★ 쫄깃쫄깃♡ 마성의 식감 순대꼬치! 세상의 모든 레시피 만개의레시피,15676,37,714,2,2,30
6801,갈비찜,손님이 갑자기 오신다고 해서 메뉴를 어떤걸 할까 고민을 했어요. 왠지 손님초대요리에는 특별한 메인요리가 2개는 들어가야 할듯하구요. 메인요리에는 육류가 꼭 있어야 조금 신경쓴듯하죠? 저는 손님 오신다고 하시면 꼭 빠지지 않는 요리가 기본적으로 대통밥에 갈비찜 또는 소불고기 월남쌈이나 무쌈 그리고 회모듬과 샐러드가 들어가야 할듯하더라구요. 은근 상을 조금 더 뽀대나게 만들어주는 ^^ 이번에는 소불고기 보다 갈비찜을 해보기로 했어요~,23368,20,344,4,1,30
6802,삼겹살김치찜,묵은지와 삼겹살의 만남  돌돌말아 더욱 맛있는 삼겹살김치찜,45366,26,560,3,1,60
6803,가자미조림,가자미조림  나만의 레시피대로 만들었어요.,1969,0,8,1,2,60
6804,떡갈비,이마트에서 사온 냉동 떡갈비 냉동식품 무시하기 없기...,2851,2,4,1,1,5
6805,돼지고기수육,삼겹살로 수육을 만들었어요 수육엔 김치가 딱 제격이죠 집에 널널한게 김치니 몇가지만 꺼내도 다 김치잔치네요ㅋㅋ 돼지고기는 뭐가 됐든간에 잡내가 없어야 맛있다는건 당연지사죠 전 냄새에 무지 민감해서 조금만 냄새가 나도 못먹으니 직접하는거는 더 신경써서 하게 되더라구요,7963,6,42,6,3,120
6806,애호박구이,애호박에 스며든 뜨거운 식용유맛과  단짠단짠 양념간장의 맛이 달큰한 애호박과 어우러져서 맛있는 화학적 반응을 불러일으키는 정말 신통방통한 음식:애호박구이와 양념장 반찬없는 날 만들어 보세요 ,5194,14,143,2,1,15
6807,스팸두부김치,간단하게 만드는 스팸 햄 두부김치 고급 지게 먹어요~ 맛있게 익은 배추김치에 들기름 넣어 들들 볶아 두부와 햄과 같이 곁들이면 은근 잘 어울려요 술안주에도 아주 좋아요,2549,7,51,1,1,10
6808,월남쌈,초간단으로 구워 냠~ 냠~ 초간단 맥주안주로 괜찮아유,19448,19,328,1,1,10
6809,두부김치,간단하면서 든든하게 먹을수 있는 술안주죠잉~ 밥반찬으로 먹어도 맛나지요ㅎ,13360,13,310,2,1,10
6810,훈제오리김치볶음,?훈제오리는 구워 먹어도 맛있고 전자렌지에 데워먹어도 맛있지만 김치와도 참 잘 어울리는 재료에요. 훈제오리 김치볶음은 ? 다른 반찬 필요 없이 밥 한 공기 뚝딱할 수 있고 술을 부르는 안주로도 좋답니다 ,15059,11,239,2,1,10
6811,키조개해물구이,가끔 남편과 함께 둘이서 하나씩 먹으면 뿌듯하고 끼니도 되는 키조개 요리. 재료만 준비되면 만들기 의외로 간단해서 혼술 하는 분들에게 최상의 안주입니다.,5234,9,111,1,2,10
6812,적어구이,얼마전에 친정엄마가 이거 애들 궈줘라~~하시면서 생선한봉지를 주셨어요. 이거 뭐야?? 적어. 응?? 적어적어. 뭘적어?? 아니 이게 적어라고 긴따루! 낀따루??긴따루??적어??뭘적고 뭔 낀따루긴따루 뭐이래~~ㅋㅋㅋㅋㅋㅋㅋ 정신없던 생선이름...ㅋㅋㅋㅋㅋㅋ장에가면 보긴봤던 생선인데..이름을 첨알았네요. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 빨간고기라고도하며...긴따루..낀따루..이름은 적어. 비린내 없이 담백한 생선이예요.,6614,1,13,4,1,15
6813,새우스프링롤,?깔끔한맛 신선한 맛이 좋은 월남쌈! 새우 스프링롤! 여러가지 채소와 고기  해물 들을 넣고 라이스페이퍼에 돌돌 말아 먹으면 쫀득한 맛과 아삭한 맛 또 소스 맛이 아우러져 너무 맛있죠~ 다이어트 중인 딸을 위한 음식으로 많이 먹어도 부담없고 아주 든든한게 요즘들어 자주 먹게 되는 것 같아요~ ? 땅콩소스나 피시소스  칠리소스 등을 찍어 먹으면 맛있는데 이번엔 스리라차 소스로 준비했답니다 ? 콕 찍어 먹으니 아주 맛나네요 ㅎㅎ,28013,32,249,4,1,30
6814,양미리조림,가을부터 알이 차기 시작하는 #생선 양미리죠 어릴때 아빠가 좋아하셔서 가끔 언니가 해드렸던 기억이 나는 조림이에요,3867,0,22,6,3,15
6815,마늘새우구이,혼자 술 드실때 간단하게 해드실 수 있는 새우구이 요리를 소개 하겠습니다! ,6928,25,139,1,1,15
6816,탕수육,휴일은 푹~~~ 쉬며 여유를 누릴 수 있을 것 같지만.. 절~~~대 그렇지 않다는 점... 휴일이 더 바쁘고 힘들다는 점... 지난번 돼지고기 안심을 세일할때 세근에 9천원에 사왔었죠.. 한근은 딱지맘마로 삶아서 냉동실에 있고.. 두근은 탕수육을 만들어 먹기로 했습니다.,57954,22,1088,4,1,60
6817,오징어순대,신랑과 연애시절 속초에 놀러 갔던 적이 있었는데요. 그때 먹었던 오징어순대가 요즘 들어 자꾸만 생각나 어제저녁 집에서 한 번 만들어 봤답니다.  물론 그날의 그 오징어순대 맛을 흉내 내기란 불가능했지만 나름 만족스러워하며 세 식구가 맛있게 먹은 뽕림이표 오징어 순대!  지금 바로 시작해요 ^^,91822,32,1693,2,2,30
6818,와인홍합찜,요즘 홍합이 제철이죠!  제철 맞은 홍합으로 홍합탕도 끓여보고 색다른 와인안주인 와인홍합찜을 만들어봤어요.  와인의 향이 깊게 스며들어서 더 풍미가 깊어지는 와인홍합찜 한번 드셔보실래요? ,10722,12,129,2,1,30
6819,등뼈찜,감자탕보다 맛있는 등뼈찜,5453,2,28,4,2,120
6820,두부전,비건채식하는 막둥이  반찬도시락 챙겨가 급식하고 있어요. 막둥이 급식메뉴가 햄버거라 두부전 만들어 두부버거 만들어  도시락에 담아 보냈어요.,1698,0,28,6,1,30
6821,돼지불고기,고기가 좋아요라고 외치는 두 녀석들을 위해 전날 밤에 미리 재워 냉장고에 넣어뒀다가 아침부터 식탁 위에 고기 요리가 올라오는 저희 집 식탁! 맛있는 돼지불고기 덕에 밥 한 공기는 그 자리에서 뚝딱해치워요.,40384,92,1405,4,1,120
6822,제육볶음,고기 속까지 매콤 달콤한 양념이 촉촉이 배어 한 입 먹는 순간 부드러운 식감이 입안에 느껴지네요. 손쉽게 구할 수 있는 값싼 재료들로 밖에서 사 먹는 것보다 더 맛있는 진정한 제육볶음의 풍미를 느껴보세요.,32005,72,547,3,2,30
6823,파너겟,파채와 치킨너겟의 궁합.~!! 초간단 파너겟.~!!,2832,4,31,2,1,10
6824,바지락튀김,바지락의 꼬소한 향에 바삭한 식감이 튀김으로도 좋아요.,2823,6,92,2,1,15
6825,아보카도두부버섯스테이크,딸에게 힘찬 박수를~^^  꿈을 찾아 중3때부터 자격증에 도전한딸 메이크업3급.따놓고.바리스타까지.댄스지도자 자격증까지 따놓았지요 고1때.메이크업.분장사.바디페인팅.엎스타일자격증 따놓고.메이크업.1급.국가자격증.따논 딸아이 제뒤를 보내려고 식품과에 보냈더니 적성이 안맞는다 하여 저는.데리고 학교를 나왔지요. 지금다시 미용고에 꿈을 찾고자.다시 입학하는딸에게 용기를 주고자 합니다. 딸!장하다. 잘했어. 엄만.널 학교에서 데리고 나올때 선생님께 걱정마시라고 했었지. 우리 딸 믿는다구. 비록.작은 오빠가 하늘나라에 여행가서 우리 힘든시간 견뎌내느라 힘들지만.반듯이 일어나자. 그것이 오빠에게 보여줄수 있는 희망이고.꿈이야 오늘 맛있게 먹어주어 고맙다,4806,13,98,4,1,60
6826,두부베이컨꼬치구이,혼술로 딱 좋은 후다닥 스피드하게 먹을 수 있는 안주로 주인공은 두부와 베이컨입니다. 베이컨에 쪽파와 미나리 넣고 돌돌 말아서 꼬치에 구운 꼬치구이는 덤이지요. ,6059,13,137,2,2,30
6827,쇠고기편채,아삭아삭한 야채들과 그 맛을 온전히 덮어주는 고기! 알록달록 예쁘기도하고  맛은 더더욱 끝내주는 쇠고기 편채~,17711,27,913,2,1,30
6828,두부스테이크,고기는 매일 먹고싶지만 건강을 생각해서 오늘은 두부스테이크 어떠신가요~? ,6679,17,123,2,1,30
6829,단호박오리찜,"20대 초반 돈이 궁할 때 단골 술집에서 특별한 일이 있을 때만 시켜 먹었던 단호박찜 요리를 하기로 합니다 :)  비주얼이 좋아서 손님 상차림이나 홈 파티 음식으로 하기에 좋을 것 같습니다",22684,62,541,4,2,60
6830,코다리조림,매콤 짭조름한 소스가 밴 쫄깃한 식감의 담백한 코다리 흰 살은 언제 어느 때 먹어도 꿀맛이네요. 생선의 맛있는맛과 소스의 양념이 밴 살캉한 무는 코다리보다 더 맛있는 별미인 걸 다들 아시죠.,9153,6,166,3,3,60
6831,소라야채볶음,초간단 휘리릭~ 볶아 술안주로 굿 ~*  버터에 고소한 내음이 코에 솔솔~ 소라가 싱싱해 쫄깃하니 맛있습니당,958,3,29,2,1,10
6832,연어스테이크,연어 엄청 좋아라하는 가족인데요 자다가도 벌떡 일어날 정도로 좋아 합니다 ㅎㅎ  얼마전에 만났던 국산연어.. 일부는 연어초밥 만들어 먹었는데요 남은 연어로 스테이크 즐겨 봅니다  연어스테이크는 혼술안주로도 굿이지요,6111,5,37,1,1,10
6833,갈치조림,주말저녁 요리,7191,13,97,4,1,30
6834,삼합,먹다 남아 냉장고에 보관중인 삼겹살 두줄과 알배추 깻잎으로 쉽고  근사한 술안주를 만들었답니다. 알배추의 아삭함과 고소한 삼겹살  그리고 깻잎향  삼합이 너무 잘 어우려져 정말 맛있답니다. 이만하면 혼술 이라도 괜찮지 않을까요. ㅎ,2837,4,84,1,1,10
